ip_address,hostname,fqdn,region,status,vendor,model,role
10.70.226.145,BOIIDAG44,BOIIDAG44.northwest.lightspeed.net,northwest,active,Arista,7280R,agg
10.30.175.79,LAXCAAG93,LAXCAAG93.west.lightspeed.net,west,down,ADVA,FSP3000,agg
10.20.151.223,CLTNCED37,CLTNCED37.east.lightspeed.net,east,active,Juniper,SRX345,edge
10.70.163.26,PORORED85,PORORED85.northwest.lightspeed.net,northwest,down,Juniper,SRX345,edge
10.10.207.20,OKCOKED07,OKCOKED07.central.lightspeed.net,central,active,Juniper,SRX345,edge
10.10.62.39,AUSTXDS59,AUSTXDS59.central.lightspeed.net,central,down,ADVA,FSP150,dist
10.40.87.171,BNATNSW19,BNATNSW19.southeast.lightspeed.net,southeast,active,Cisco,Catalyst9300,sw
10.50.81.107,ABQNMED95,ABQNMED95.southwest.lightspeed.net,southwest,active,Cisco,ISR4431,edge
10.70.201.53,GEGWADS90,GEGWADS90.northwest.lightspeed.net,northwest,degraded,ADVA,FSP150,dist
10.60.108.18,PHLPAAG46,PHLPAAG46.northeast.lightspeed.net,northeast,degraded,ADVA,FSP3000,agg
10.30.158.2,LAXCAAG19,LAXCAAG19.west.lightspeed.net,west,active,ADVA,FSP3000,agg
10.60.241.11,BOSMASW97,BOSMASW97.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw
10.30.79.185,LAXCAAG80,LAXCAAG80.west.lightspeed.net,west,active,Arista,7280R,agg
10.40.129.96,MIAFLED48,MIAFLED48.southeast.lightspeed.net,southeast,active,Cisco,ISR4431,edge
10.30.144.218,SFOCAAG93,SFOCAAG93.west.lightspeed.net,west,degraded,Arista,7280R,agg
10.40.253.117,MIAFLSW77,MIAFLSW77.southeast.lightspeed.net,southeast,active,Cisco,Catalyst9300,sw
10.10.174.35,OKCOKDS52,OKCOKDS52.central.lightspeed.net,central,active,Juniper,QFX5120,dist
10.30.59.149,SFOCAED68,SFOCAED68.west.lightspeed.net,west,degraded,Cisco,ISR4431,edge
10.20.99.9,ATLGAED58,ATLGAED58.east.lightspeed.net,east,active,Juniper,SRX345,edge
10.20.151.119,PITPADS54,PITPADS54.east.lightspeed.net,east,active,Juniper,QFX5120,dist
10.70.101.153,BOIIDED98,BOIIDED98.northwest.lightspeed.net,northwest,active,Juniper,SRX345,edge
10.70.244.24,BOIIDRT58,BOIIDRT58.northwest.lightspeed.net,northwest,active,Arista,7050X3,rtr
10.70.156.114,BOIIDED06,BOIIDED06.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,edge
10.70.143.128,GEGWASW89,GEGWASW89.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw
10.10.195.188,DALTXED30,DALTXED30.central.lightspeed.net,central,active,Juniper,SRX345,edge
10.70.0.216,BOIIDED34,BOIIDED34.northwest.lightspeed.net,northwest,active,Juniper,SRX345,edge
10.30.65.6,SFOCAAG11,SFOCAAG11.west.lightspeed.net,west,active,Arista,7280R,agg
10.70.70.153,BOIIDDS50,BOIIDDS50.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist
10.40.109.197,MIAFLSW97,MIAFLSW97.southeast.lightspeed.net,southeast,active,Cisco,Catalyst9300,sw
10.60.58.250,NYCNYSW73,NYCNYSW73.northeast.lightspeed.net,northeast,retired,Cisco,Catalyst9300,sw
10.30.132.233,LAXCAED35,LAXCAED35.west.lightspeed.net,west,active,Juniper,SRX345,edge
10.70.223.62,PORORCO61,PORORCO61.northwest.lightspeed.net,northwest,down,Nokia,7750 SR-1,core
10.60.66.28,NYCNYSW05,NYCNYSW05.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw
10.70.62.54,PORORCO12,PORORCO12.northwest.lightspeed.net,northwest,retired,Cisco,NCS540,core
10.60.62.7,PHLPASW17,PHLPASW17.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw
10.70.182.55,PORORED25,PORORED25.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,edge
10.70.88.144,BOIIDAG36,BOIIDAG36.northwest.lightspeed.net,northwest,degraded,Arista,7280R,agg
10.30.76.197,SFOCASW86,SFOCASW86.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw
10.70.8.155,BOIIDRT46,BOIIDRT46.northwest.lightspeed.net,northwest,active,Arista,7050X3,rtr
10.20.49.34,ATLGAAG26,ATLGAAG26.east.lightspeed.net,east,active,ADVA,FSP3000,agg
10.30.247.157,SFOCART05,SFOCART05.west.lightspeed.net,west,active,Arista,7050X3,rtr
10.70.127.229,BOIIDED46,BOIIDED46.northwest.lightspeed.net,northwest,degraded,Cisco,ISR4431,edge
10.60.220.77,PHLPART09,PHLPART09.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr
10.20.9.15,PITPAED49,PITPAED49.east.lightspeed.net,east,active,Cisco,ISR4431,edge
10.20.118.187,CLTNCRT36,CLTNCRT36.east.lightspeed.net,east,active,Arista,7050X3,rtr
10.70.41.108,BOIIDED62,BOIIDED62.northwest.lightspeed.net,northwest,down,Juniper,SRX345,edge
10.30.21.14,LAXCAED40,LAXCAED40.west.lightspeed.net,west,active,Juniper,SRX345,edge
10.10.55.44,AUSTXAG76,AUSTXAG76.central.lightspeed.net,central,active,Arista,7280R,agg
10.70.158.115,BOIIDAG71,BOIIDAG71.northwest.lightspeed.net,northwest,active,Arista,7280R,agg
10.10.228.24,OKCOKCO78,OKCOKCO78.central.lightspeed.net,central,active,Cisco,NCS540,core
10.40.180.111,MIAFLSW04,MIAFLSW04.southeast.lightspeed.net,southeast,active,Cisco,Catalyst9300,sw
10.60.24.170,BOSMASW50,BOSMASW50.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw
10.30.154.182,SEAWAED75,SEAWAED75.west.lightspeed.net,west,active,Cisco,ISR4431,edge
10.60.55.122,PHLPASW70,PHLPASW70.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw
10.60.130.196,BOSMASW32,BOSMASW32.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw
10.30.13.50,SEAWADS76,SEAWADS76.west.lightspeed.net,west,active,Juniper,QFX5120,dist
10.70.43.243,BOIIDED77,BOIIDED77.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,edge
10.10.97.167,OKCOKED73,OKCOKED73.central.lightspeed.net,central,down,Juniper,SRX345,edge
10.70.165.211,GEGWAED92,GEGWAED92.northwest.lightspeed.net,northwest,degraded,Cisco,ISR4431,edge
10.30.160.133,SEAWADS97,SEAWADS97.west.lightspeed.net,west,degraded,Juniper,QFX5120,dist
10.30.149.239,SFOCACO42,SFOCACO42.west.lightspeed.net,west,down,Cisco,NCS540,core
10.40.2.201,BNATNSW32,BNATNSW32.southeast.lightspeed.net,southeast,active,Cisco,Catalyst9300,sw
10.60.71.246,BOSMAED58,BOSMAED58.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge
10.60.125.35,BOSMAAG37,BOSMAAG37.northeast.lightspeed.net,northeast,active,ADVA,FSP3000,agg
10.50.38.19,ELPTXRT75,ELPTXRT75.southwest.lightspeed.net,southwest,down,Arista,7050X3,rtr
10.20.55.29,PITPASW96,PITPASW96.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw
10.70.126.10,BOIIDDS16,BOIIDDS16.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist
10.60.243.232,PHLPAED14,PHLPAED14.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge
10.70.132.241,PORORDS33,PORORDS33.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist
10.60.2.249,NYCNYDS52,NYCNYDS52.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist
10.60.166.213,NYCNYED04,NYCNYED04.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,edge
10.50.229.118,PHXAZCO27,PHXAZCO27.southwest.lightspeed.net,southwest,active,Juniper,MX204,core
10.10.135.171,DALTXED63,DALTXED63.central.lightspeed.net,central,active,RAD,ETX-2,edge
10.70.4.160,PORORSW41,PORORSW41.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw
10.10.169.252,AUSTXSW61,AUSTXSW61.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw
10.70.108.7,GEGWAAG28,GEGWAAG28.northwest.lightspeed.net,northwest,active,Arista,7280R,agg
10.20.145.233,CLTNCDS93,CLTNCDS93.east.lightspeed.net,east,active,Juniper,QFX5120,dist
10.50.107.183,ABQNMDS16,ABQNMDS16.southwest.lightspeed.net,southwest,degraded,Juniper,QFX5120,dist
10.30.149.242,SFOCAED81,SFOCAED81.west.lightspeed.net,west,down,RAD,ETX-2,edge
10.30.73.178,LAXCAED21,LAXCAED21.west.lightspeed.net,west,degraded,Juniper,SRX345,edge
10.40.117.170,JAXFLED07,JAXFLED07.southeast.lightspeed.net,southeast,degraded,Juniper,SRX345,edge
10.10.108.87,AUSTXED28,AUSTXED28.central.lightspeed.net,central,active,Juniper,SRX345,edge
10.60.56.190,NYCNYED54,NYCNYED54.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,edge
10.20.148.14,PITPASW11,PITPASW11.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw
10.20.96.79,CLTNCSW75,CLTNCSW75.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw
10.40.89.167,BNATNDS14,BNATNDS14.southeast.lightspeed.net,southeast,degraded,ADVA,FSP150,dist
10.70.239.160,PORORDS26,PORORDS26.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist
10.40.139.82,MIAFLDS80,MIAFLDS80.southeast.lightspeed.net,southeast,active,ADVA,FSP150,dist
10.30.75.228,LAXCAED16,LAXCAED16.west.lightspeed.net,west,active,Cisco,ISR4431,edge
10.30.100.29,LAXCASW15,LAXCASW15.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw
10.50.60.69,ABQNMED91,ABQNMED91.southwest.lightspeed.net,southwest,degraded,Cisco,ISR4431,edge
10.20.40.117,ATLGAED19,ATLGAED19.east.lightspeed.net,east,active,RAD,ETX-2,edge
10.70.40.147,BOIIDDS11,BOIIDDS11.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist
10.20.7.182,CLTNCDS04,CLTNCDS04.east.lightspeed.net,east,active,ADVA,FSP150,dist
10.30.159.229,LAXCADS65,LAXCADS65.west.lightspeed.net,west,active,Juniper,QFX5120,dist
10.10.73.41,OKCOKSW17,OKCOKSW17.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw
10.70.191.15,BOIIDDS70,BOIIDDS70.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist
10.50.191.45,PHXAZSW93,PHXAZSW93.southwest.lightspeed.net,southwest,degraded,Cisco,Catalyst9300,sw
10.60.13.61,BOSMADS39,BOSMADS39.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist
10.60.211.7,NYCNYAG11,NYCNYAG11.northeast.lightspeed.net,northeast,active,ADVA,FSP3000,agg
10.30.36.76,SEAWAED21,SEAWAED21.west.lightspeed.net,west,active,RAD,ETX-2,edge
10.70.107.181,BOIIDRT42,BOIIDRT42.northwest.lightspeed.net,northwest,active,Arista,7050X3,rtr
10.60.166.100,BOSMART45,BOSMART45.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr
10.30.204.156,SFOCADS32,SFOCADS32.west.lightspeed.net,west,active,ADVA,FSP150,dist
10.30.165.172,SFOCADS25,SFOCADS25.west.lightspeed.net,west,degraded,ADVA,FSP150,dist
10.10.78.88,AUSTXED59,AUSTXED59.central.lightspeed.net,central,degraded,RAD,ETX-2,edge
10.30.196.125,SEAWADS93,SEAWADS93.west.lightspeed.net,west,active,ADVA,FSP150,dist
10.10.243.66,DALTXED28,DALTXED28.central.lightspeed.net,central,active,Cisco,ISR4431,edge
10.30.38.155,SEAWAAG34,SEAWAAG34.west.lightspeed.net,west,active,Arista,7280R,agg
10.30.50.90,LAXCASW29,LAXCASW29.west.lightspeed.net,west,down,Cisco,Catalyst9300,sw
10.70.98.75,GEGWAED10,GEGWAED10.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,edge
10.60.89.202,PHLPAED33,PHLPAED33.northeast.lightspeed.net,northeast,active,RAD,ETX-2,edge
10.40.50.186,MIAFLED25,MIAFLED25.southeast.lightspeed.net,southeast,active,Juniper,SRX345,edge
10.30.184.225,LAXCAAG84,LAXCAAG84.west.lightspeed.net,west,active,ADVA,FSP3000,agg
10.60.106.242,PHLPAED77,PHLPAED77.northeast.lightspeed.net,northeast,active,RAD,ETX-2,edge
10.60.45.169,PHLPAED94,PHLPAED94.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge
10.10.212.108,OKCOKDS13,OKCOKDS13.central.lightspeed.net,central,active,ADVA,FSP150,dist
10.40.176.119,BNATNSW34,BNATNSW34.southeast.lightspeed.net,southeast,active,Cisco,Catalyst9300,sw
10.10.37.211,OKCOKED89,OKCOKED89.central.lightspeed.net,central,down,RAD,ETX-2,edge
10.20.249.115,PITPADS51,PITPADS51.east.lightspeed.net,east,active,Juniper,QFX5120,dist
10.60.224.244,PHLPADS28,PHLPADS28.northeast.lightspeed.net,northeast,down,Juniper,QFX5120,dist
10.60.163.189,BOSMASW70,BOSMASW70.northeast.lightspeed.net,northeast,degraded,Cisco,Catalyst9300,sw
10.60.7.207,BOSMAED09,BOSMAED09.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge
10.60.136.127,BOSMASW71,BOSMASW71.northeast.lightspeed.net,northeast,down,Cisco,Catalyst9300,sw
10.20.100.160,PITPAED70,PITPAED70.east.lightspeed.net,east,active,Juniper,SRX345,edge
10.70.1.237,GEGWAED77,GEGWAED77.northwest.lightspeed.net,northwest,active,Juniper,SRX345,edge
10.60.152.204,PHLPAAG07,PHLPAAG07.northeast.lightspeed.net,northeast,retired,ADVA,FSP3000,agg
10.70.84.17,PORORDS46,PORORDS46.northwest.lightspeed.net,northwest,degraded,Juniper,QFX5120,dist
10.20.107.188,PITPART45,PITPART45.east.lightspeed.net,east,degraded,Arista,7050X3,rtr
10.50.181.130,PHXAZDS09,PHXAZDS09.southwest.lightspeed.net,southwest,active,ADVA,FSP150,dist
10.70.5.108,PORORED39,PORORED39.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,edge
10.10.234.52,AUSTXED72,AUSTXED72.central.lightspeed.net,central,degraded,Cisco,ISR4431,edge
10.10.93.8,DALTXSW96,DALTXSW96.central.lightspeed.net,central,degraded,Cisco,Catalyst9300,sw
10.60.135.168,PHLPASW83,PHLPASW83.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw
10.30.253.3,SEAWASW10,SEAWASW10.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw
10.10.141.181,DALTXDS67,DALTXDS67.central.lightspeed.net,central,active,ADVA,FSP150,dist
10.70.187.166,GEGWADS41,GEGWADS41.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist
10.30.140.152,LAXCASW08,LAXCASW08.west.lightspeed.net,west,degraded,Cisco,Catalyst9300,sw
10.30.149.253,LAXCADS62,LAXCADS62.west.lightspeed.net,west,active,Juniper,QFX5120,dist
10.10.9.75,AUSTXDS19,AUSTXDS19.central.lightspeed.net,central,down,Juniper,QFX5120,dist
10.70.90.200,BOIIDDS53,BOIIDDS53.northwest.lightspeed.net,northwest,down,Juniper,QFX5120,dist
10.70.55.30,BOIIDAG75,BOIIDAG75.northwest.lightspeed.net,northwest,active,Arista,7280R,agg
10.40.224.240,MIAFLED64,MIAFLED64.southeast.lightspeed.net,southeast,degraded,RAD,ETX-2,edge
10.40.112.178,BNATNED54,BNATNED54.southeast.lightspeed.net,southeast,down,Cisco,ISR4431,edge
10.70.248.49,BOIIDSW83,BOIIDSW83.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw
10.50.86.4,PHXAZSW04,PHXAZSW04.southwest.lightspeed.net,southwest,active,Cisco,Catalyst9300,sw
10.60.23.60,PHLPAED66,PHLPAED66.northeast.lightspeed.net,northeast,degraded,Juniper,SRX345,edge
10.70.198.67,GEGWASW24,GEGWASW24.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw
10.30.58.163,LAXCAED78,LAXCAED78.west.lightspeed.net,west,active,Cisco,ISR4431,edge
10.10.69.81,OKCOKDS83,OKCOKDS83.central.lightspeed.net,central,degraded,Juniper,QFX5120,dist
10.70.199.100,GEGWACO22,GEGWACO22.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1,core
10.30.96.176,SEAWAAG28,SEAWAAG28.west.lightspeed.net,west,active,Arista,7280R,agg
10.10.255.139,DALTXAG17,DALTXAG17.central.lightspeed.net,central,retired,Arista,7280R,agg
10.10.235.200,AUSTXAG80,AUSTXAG80.central.lightspeed.net,central,active,Arista,7280R,agg
10.10.114.241,DALTXRT53,DALTXRT53.central.lightspeed.net,central,active,Arista,7050X3,rtr
10.40.35.22,JAXFLSW36,JAXFLSW36.southeast.lightspeed.net,southeast,degraded,Cisco,Catalyst9300,sw
10.30.32.242,LAXCAAG12,LAXCAAG12.west.lightspeed.net,west,active,ADVA,FSP3000,agg
10.70.32.62,GEGWADS14,GEGWADS14.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist
10.70.15.27,GEGWASW23,GEGWASW23.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw
10.60.57.46,NYCNYRT71,NYCNYRT71.northeast.lightspeed.net,northeast,retired,Arista,7050X3,rtr
10.30.203.81,SFOCART28,SFOCART28.west.lightspeed.net,west,active,Arista,7050X3,rtr
10.70.27.159,PORORRT10,PORORRT10.northwest.lightspeed.net,northwest,degraded,Arista,7050X3,rtr
10.50.115.53,ABQNMED68,ABQNMED68.southwest.lightspeed.net,southwest,active,Cisco,ISR4431,edge
10.10.177.16,DALTXDS13,DALTXDS13.central.lightspeed.net,central,active,ADVA,FSP150,dist
10.60.139.170,PHLPACO68,PHLPACO68.northeast.lightspeed.net,northeast,degraded,Juniper,MX204,core
10.50.2.122,PHXAZSW17,PHXAZSW17.southwest.lightspeed.net,southwest,degraded,Cisco,Catalyst9300,sw
10.70.95.125,BOIIDSW39,BOIIDSW39.northwest.lightspeed.net,northwest,degraded,Cisco,Catalyst9300,sw
10.30.200.25,LAXCAAG76,LAXCAAG76.west.lightspeed.net,west,active,Arista,7280R,agg
10.70.129.192,GEGWASW32,GEGWASW32.northwest.lightspeed.net,northwest,degraded,Cisco,Catalyst9300,sw
10.30.4.162,SEAWAED34,SEAWAED34.west.lightspeed.net,west,active,Juniper,SRX345,edge
10.30.124.126,SFOCAAG65,SFOCAAG65.west.lightspeed.net,west,down,ADVA,FSP3000,agg
10.60.128.21,PHLPAAG72,PHLPAAG72.northeast.lightspeed.net,northeast,degraded,Arista,7280R,agg
10.20.88.124,ATLGAED68,ATLGAED68.east.lightspeed.net,east,active,Juniper,SRX345,edge
10.20.248.42,ATLGAED94,ATLGAED94.east.lightspeed.net,east,active,Juniper,SRX345,edge
10.20.109.81,PITPACO38,PITPACO38.east.lightspeed.net,east,active,Nokia,7750 SR-1,core
10.30.189.55,SEAWAED29,SEAWAED29.west.lightspeed.net,west,active,Cisco,ISR4431,edge
10.60.108.127,PHLPAAG74,PHLPAAG74.northeast.lightspeed.net,northeast,active,ADVA,FSP3000,agg
10.10.226.160,AUSTXDS39,AUSTXDS39.central.lightspeed.net,central,active,ADVA,FSP150,dist
10.10.74.186,OKCOKDS55,OKCOKDS55.central.lightspeed.net,central,active,ADVA,FSP150,dist
10.60.156.50,PHLPACO54,PHLPACO54.northeast.lightspeed.net,northeast,active,Juniper,MX204,core
10.50.48.250,PHXAZED41,PHXAZED41.southwest.lightspeed.net,southwest,active,Cisco,ISR4431,edge
10.40.201.254,JAXFLCO92,JAXFLCO92.southeast.lightspeed.net,southeast,active,Nokia,7750 SR-1,core
10.60.20.187,PHLPADS80,PHLPADS80.northeast.lightspeed.net,northeast,degraded,Juniper,QFX5120,dist
10.40.209.240,BNATNRT58,BNATNRT58.southeast.lightspeed.net,southeast,down,Arista,7050X3,rtr
10.60.238.24,BOSMACO13,BOSMACO13.northeast.lightspeed.net,northeast,active,Juniper,MX204,core
10.30.128.165,LAXCAAG86,LAXCAAG86.west.lightspeed.net,west,active,Arista,7280R,agg
10.70.112.170,BOIIDDS89,BOIIDDS89.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist
10.70.109.177,PORORAG51,PORORAG51.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,agg
